Year,Month,usg_apt,flights_count,total_passengers
1995,June,SFO,54,528186
1995,June,SHV,1,46
1995,June,SJC,9,25201
1995,June,SJU,33,168294
1995,June,SLC,5,29156
1995,June,SMF,4,583
1995,June,SPN,18,118814
1995,June,SRQ,1,119
1995,June,STL,8,31697
1995,June,STT,3,340
1995,June,STX,2,181
1995,June,SYR,1,1825
1995,June,TEB,4,380
1995,June,TPA,16,36792
1995,June,TUS,3,5096
1995,June,UAM,1,78
1995,July,ACY,1,140
1995,July,ADW,1,99
1995,July,AGS,1,136
1995,July,ALB,2,866
1995,July,ANC,13,34732
1995,July,ATL,40,320274
1995,July,BDL,4,4350
1995,July,BED,1,52
1995,July,BFI,1,46
1995,July,BGR,18,18253
1995,July,BHM,3,508
1995,July,BIL,1,122
1995,July,BLI,1,272
1995,July,BNA,6,14020
1995,July,BOS,48,316319
1995,July,BUF,3,153
1995,July,BWI,23,75346
1995,July,CAE,1,659
1995,July,CHS,1,180
1995,July,CLE,10,10561
1995,July,CLM,1,3567
1995,July,CLT,7,35490
1995,July,CMH,1,1303
1995,July,CRP,2,175
1995,July,CRW,1,131
1995,July,CVG,9,55556
1995,July,DCA,5,20736
1995,July,DEN,12,26299
1995,July,DFW,43,349683
1995,July,DOV,2,267
1995,July,DTW,31,270286
1995,July,EDW,1,111
1995,July,EWR,58,394422
1995,July,FLL,20,63476
1995,July,GEG,1,5834
1995,July,GRR,2,327
1995,July,GSO,2,250
1995,July,GTF,3,361
1995,July,GUM,32,208119
1995,July,HNL,40,557082
1995,July,HST,1,2060
1995,July,IAD,27,273314
1995,July,IAG,2,84
1995,July,IAH,39,277653
1995,July,ILM,1,76
1995,July,IND,10,4740
1995,July,JAX,1,2682
1995,July,JFK,204,1828793
1995,July,JON,1,1171
1995,July,LAN,1,91
1995,July,LAS,9,22814
1995,July,LAX,125,1238297
1995,July,LGA,7,108543
1995,July,LRD,1,1347
1995,July,MCO,77,222261
1995,July,MDT,1,57
1995,July,MDW,1,2531
1995,July,MEM,6,12859
1995,July,MFE,1,3351
1995,July,MIA,207,1422015
1995,July,MKE,3,2694
1995,July,MSO,1,45
1995,July,MSP,24,141864
1995,July,MSY,9,13822
1995,July,MYR,1,346
1995,July,NGU,1,562
1995,July,OAK,9,15856
1995,July,OGG,1,2088
1995,July,OME,1,249
1995,July,ONT,1,138
1995,July,ORD,78,697982
1995,July,ORF,2,1064
1995,July,PBI,3,1505
1995,July,PDX,6,51871
1995,July,PHL,16,104014
1995,July,PHX,8,28694
1995,July,PIE,4,7497
1995,July,PIT,13,60508
1995,July,POB,1,105
1995,July,PVD,1,1362
1995,July,RDU,4,11497
1995,July,RIC,3,3433
1995,July,RNO,2,10235
1995,July,ROC,1,111
1995,July,RSW,4,3265
1995,July,SAN,4,15161
1995,July,SAT,6,12577
1995,July,SAV,1,214
1995,July,SDF,1,192
1995,July,SEA,16,173294
1995,July,SFO,48,579828
1995,July,SJC,3,25820
1995,July,SJU,39,221617
1995,July,SLC,3,37364
1995,July,SPN,18,129306
1995,July,SRQ,1,24
1995,July,STL,6,36415
1995,July,SYR,3,2144
1995,July,TPA,13,37970
1995,July,TUL,2,253
1995,July,TUS,1,2032
1995,July,VPS,1,98
1995,August,ABI,1,180
1995,August,ABQ,1,100
1995,August,ACY,2,336
1995,August,ALB,2,1054
1995,August,ANC,16,40917
1995,August,ATL,35,310602
1995,August,AUS,1,94
1995,August,AWK,1,287
1995,August,BDL,4,4765
1995,August,BFI,1,67
1995,August,BGR,25,26492
1995,August,BHM,1,179
1995,August,BLI,1,299
1995,August,BNA,6,12944
1995,August,BOS,52,328670
1995,August,BQN,1,93
1995,August,BRO,1,52
1995,August,BTV,1,68
1995,August,BUF,3,391
1995,August,BWI,21,74971
1995,August,CLE,9,10252
1995,August,CLM,1,4034
1995,August,CLT,7,33873
1995,August,CMH,1,901
1995,August,COS,1,137
1995,August,CVG,8,54162
1995,August,DCA,6,23096
1995,August,DEN,10,23660
1995,August,DFW,42,324838
1995,August,DOV,2,298
1995,August,DTW,29,291841
1995,August,DYS,1,107
1995,August,EWR,56,417188
1995,August,FAR,2,114
1995,August,FLL,20,63368
1995,August,GEG,3,6119
1995,August,GFK,1,23
1995,August,GRB,1,79
1995,August,GRK,2,222
1995,August,GRR,3,332
1995,August,GTF,3,232
1995,August,GUM,42,242343
1995,August,HNL,48,597594
1995,August,HST,1,2594
1995,August,HUF,1,152
1995,August,IAD,29,270933
1995,August,IAH,41,261840
1995,August,IND,9,5324
1995,August,JAX,1,2384
1995,August,JFK,195,1890394
1995,August,JON,2,1377
1995,August,LAN,1,80
1995,August,LAS,10,24926
1995,August,LAX,127,1320591
1995,August,LGA,8,124661
1995,August,LRD,1,1581
1995,August,LSV,1,99
1995,August,MCO,56,212700
1995,August,MDW,2,2438
1995,August,MEM,4,11820
1995,August,MFE,1,3199
1995,August,MIA,191,1346646
1995,August,MKE,6,3822
1995,August,MKT,1,199
1995,August,MSO,1,100
1995,August,MSP,18,143647
1995,August,MSY,5,10215
1995,August,MYR,1,72
1995,August,NGU,1,708
1995,August,NQX,1,125
1995,August,OAK,5,15321
1995,August,OGG,1,1715
1995,August,ORD,73,716598
1995,August,ORF,2,1304
1995,August,PBI,5,1936
1995,August,PDX,8,58487
1995,August,PHL,13,107502
1995,August,PHX,11,28820
1995,August,PIE,3,8644
1995,August,PIT,11,63003
1995,August,PVD,1,1200
1995,August,RDD,1,100
1995,August,RDU,3,11123
1995,August,RIC,1,2735
1995,August,RNO,3,15360
1995,August,RST,1,77
1995,August,RSW,4,2810
1995,August,SAN,6,15819
1995,August,SAT,2,11771
1995,August,SEA,17,185760
1995,August,SFO,53,627374
1995,August,SHV,2,394
1995,August,SJC,3,26992
1995,August,SJU,41,222271
1995,August,SLC,2,36587
1995,August,SPN,19,142895
1995,August,SRQ,1,202
1995,August,STL,7,35750
1995,August,STX,1,73
1995,August,SWF,1,38
1995,August,SYR,1,2270
1995,August,TPA,12,34692
1995,August,TUS,2,2136
1995,September,ACY,3,923
1995,September,ALB,2,921
1995,September,ANC,14,30127
1995,September,ATL,39,283041
1995,September,BDL,7,4155
1995,September,BED,4,102
1995,September,BFI,1,36
1995,September,BGR,22,20790
1995,September,BHM,2,290
1995,September,BLI,1,430
1995,September,BNA,3,9450
1995,September,BOS,52,296198
1995,September,BWI,28,54257
1995,September,CHS,1,121
1995,September,CID,1,327
1995,September,CLE,9,6033
1995,September,CLM,1,2863
1995,September,CLT,7,30427
1995,September,CMH,2,909
1995,September,COF,1,33
1995,September,CVG,8,49015
1995,September,DCA,5,21364
1995,September,DEN,12,18182
1995,September,DFW,33,265029
1995,September,DOV,2,408
1995,September,DSM,1,338
1995,September,DTW,30,255361
1995,September,EWR,57,344837
1995,September,FAI,2,1041
1995,September,FAR,1,88
1995,September,FLL,18,48506
1995,September,GEG,3,2762
1995,September,GRK,1,152
1995,September,GSO,1,67
1995,September,GSP,1,121
1995,September,GTF,5,240
1995,September,GUM,37,197825
1995,September,HNL,46,532543
1995,September,HOU,1,149
1995,September,HST,1,2075
1995,September,HUA,1,85
1995,September,IAD,28,256637
1995,September,IAH,36,194935
1995,September,IND,7,2656
1995,September,JFK,197,1541241
1995,September,JON,1,1251
1995,September,LAS,17,23701
1995,September,LAX,141,1124535
1995,September,LFI,1,55
1995,September,LGA,7,121392
1995,September,LRD,1,1031
1995,September,MAZ,1,72
1995,September,MCI,1,360
1995,September,MCK,1,55
1995,September,MCO,46,192984
1995,September,MDW,1,1315
1995,September,MEM,4,9699
1995,September,MFE,1,2312
1995,September,MIA,181,1118041
1995,September,MKE,4,3360
1995,September,MOT,2,76
1995,September,MSP,16,123018
1995,September,MSY,5,6901
1995,September,MWH,2,922
1995,September,NQX,1,77
1995,September,OAK,6,13647
1995,September,OGG,1,1750
1995,September,OMA,2,216
1995,September,ORD,75,632857
1995,September,ORF,1,594
1995,September,PBI,2,1392
1995,September,PDX,6,50058
1995,September,PHL,13,95381
1995,September,PHX,9,22754
1995,September,PIE,4,6915
1995,September,PIT,10,52150
1995,September,POB,1,183
1995,September,PPD,1,172
1995,September,PVD,1,648
1995,September,RDD,1,49
1995,September,RDU,3,9105
1995,September,RIC,1,1772
1995,September,RME,1,128
1995,September,RNO,4,14016
1995,September,ROC,1,100
1995,September,RSW,4,2293
1995,September,SAN,3,9370
1995,September,SAT,9,6560
1995,September,SEA,17,151479
1995,September,SFO,50,527729
1995,September,SJC,7,23961
1995,September,SJU,38,126208
1995,September,SLC,2,32822
1995,September,SPN,17,131048
1995,September,STL,9,27825
1995,September,SYR,1,2021
1995,September,TPA,15,28340
1995,September,TUS,1,2080
1995,September,YKM,1,137
1995,October,ACY,4,1024
1995,October,AEX,1,218
1995,October,ALB,3,1182
1995,October,ANC,9,12139
1995,October,ATL,38,277843
1995,October,AUS,1,128
1995,October,AVP,1,238
1995,October,BAF,1,379
1995,October,BDL,9,6494
1995,October,BED,3,242
1995,October,BGR,21,17508
1995,October,BIF,1,144
1995,October,BIX,1,105
1995,October,BLI,1,476
1995,October,BNA,2,1126
1995,October,BOS,44,279232
1995,October,BRO,1,158
1995,October,BUF,3,506
1995,October,BWI,19,51183
1995,October,CAK,1,130
1995,October,CEF,1,130
1995,October,CHS,2,566
1995,October,CLE,3,4934
1995,October,CLM,1,2891
1995,October,CLT,7,35288
1995,October,CMH,2,1394
1995,October,CVG,9,44595
1995,October,DCA,4,24294
1995,October,DEN,13,15590
1995,October,DFW,34,269896
1995,October,DLH,1,122
1995,October,DOV,1,271
1995,October,DTW,27,238489
1995,October,EWR,49,319761
1995,October,FAI,1,247
1995,October,FAR,1,22
1995,October,FLL,20,53317
1995,October,FRG,1,244
1995,October,GEG,1,165
1995,October,GRK,1,132
1995,October,GSP,1,68
1995,October,GUM,34,176558
1995,October,HNL,37,443519
1995,October,HPN,2,490
1995,October,HRL,1,94
1995,October,HST,1,1729
1995,October,IAD,33,254831
1995,October,IAH,37,199905
1995,October,IND,10,4297
1995,October,JFK,180,1441244
1995,October,JON,1,1150
1995,October,LAS,19,32602
1995,October,LAX,131,1081357
1995,October,LFI,1,173
1995,October,LGA,7,126425
1995,October,LRD,1,727
1995,October,MCI,1,39
1995,October,MCO,55,179908
1995,October,MDW,1,1455
1995,October,MEM,5,9233
1995,October,MFE,1,1927
1995,October,MIA,176,1100053
1995,October,MKE,1,3202
1995,October,MSP,15,115224
1995,October,MSY,8,6412
1995,October,MYR,2,478
1995,October,NGU,2,724
1995,October,NKT,1,185
1995,October,OAK,8,11266
1995,October,OGG,2,5504
1995,October,OKC,3,651
1995,October,ONT,1,25
1995,October,ORD,76,590907
1995,October,ORF,3,1304
1995,October,PBI,4,1505
1995,October,PDX,10,42382
1995,October,PHL,20,104042
1995,October,PHX,13,31924
1995,October,PIE,5,11441
1995,October,PIT,9,41136
1995,October,POB,1,230
1995,October,PTK,1,124
1995,October,PVD,1,122
1995,October,RDU,5,10304
1995,October,RIC,1,2153
1995,October,RNO,3,13280
1995,October,RSW,5,4575
1995,October,SAN,3,11517
1995,October,SAT,4,6450
1995,October,SEA,15,119391
1995,October,SFO,52,477315
1995,October,SJC,5,22005
1995,October,SJU,33,143653
1995,October,SLC,2,29352
1995,October,SMF,2,697
1995,October,SPN,16,111498
1995,October,SRQ,1,140
1995,October,SSC,1,95
1995,October,STL,8,18281
1995,October,SVN,2,348
1995,October,SYR,2,2225
1995,October,TEB,1,122
1995,October,TPA,12,33013
1995,October,TUL,1,208
1995,October,TUS,1,3073
1995,October,VAD,1,206
1995,October,WRI,1,216
1995,October,YIP,1,23
1995,November,ACY,1,390
1995,November,ADW,1,133
1995,November,ALB,1,448
1995,November,ANC,15,22521
1995,November,ATL,40,238060
1995,November,AUS,2,168
1995,November,BDL,9,6231
1995,November,BED,3,391
1995,November,BFI,1,34
1995,November,BGR,19,17202
1995,November,BIL,1,198
1995,November,BLI,1,349
1995,November,BNA,2,999
1995,November,BOI,1,87
1995,November,BOS,40,191256
1995,November,BQN,1,146
1995,November,BRO,1,59
1995,November,BUF,2,244
1995,November,BWI,21,49045
1995,November,CHS,3,474
1995,November,CLE,7,6517
1995,November,CLM,1,2061
1995,November,CLT,9,32715
1995,November,CMH,2,1226
1995,November,CVG,8,34299
1995,November,DAB,2,3223
1995,November,DAY,1,130
1995,November,DCA,4,18296
1995,November,DEN,18,28595
1995,November,DFW,35,259596
1995,November,DLH,1,122
1995,November,DOV,2,223
1995,November,DTW,24,191852
1995,November,EFD,1,78
1995,November,ELP,2,268
1995,November,EWR,50,276033
1995,November,FAR,1,82
1995,November,FLL,20,88093
1995,November,FRG,2,166
1995,November,GSP,2,732
1995,November,GUM,31,195925
1995,November,HNL,44,466010
1995,November,HOU,1,29
1995,November,HPN,1,124
1995,November,HST,1,2421
1995,November,HSV,1,288
1995,November,IAD,25,180519
1995,November,IAH,34,211991
1995,November,IND,14,6967
1995,November,JAX,2,197
1995,November,JFK,154,1135202
1995,November,JON,1,1058
1995,November,LAS,26,58166
1995,November,LAX,133,1010459
1995,November,LFI,1,200
1995,November,LGA,8,105361
1995,November,LRD,1,788
1995,November,MCO,43,144697
1995,November,MDW,2,2141
1995,November,MEM,4,7181
1995,November,MFE,3,2419
1995,November,MIA,177,1129131
1995,November,MKE,3,2757
1995,November,MSN,1,39
1995,November,MSP,18,85493
1995,November,MSY,7,7386
1995,November,MYR,1,134
1995,November,NGU,2,919
1995,November,NUW,2,303
1995,November,OAK,11,11408
1995,November,OGG,5,9954
1995,November,ONT,1,34
1995,November,ORD,79,469345
1995,November,ORF,1,832
1995,November,PBI,3,4267
1995,November,PDX,8,34651
1995,November,PHL,16,76786
1995,November,PHX,12,38146
1995,November,PIA,1,89
1995,November,PIE,4,17298
1995,November,PIT,9,31212
1995,November,PSP,1,765
1995,November,RDU,5,10911
1995,November,RIC,2,2495
1995,November,RNO,4,14701
1995,November,RSW,5,11761
1995,November,SAN,6,14161
1995,November,SAT,3,6703
1995,November,SEA,16,95967
1995,November,SFO,47,419111
1995,November,SJC,6,20127
1995,November,SJU,37,165962
1995,November,SKF,1,138
1995,November,SLC,2,26240
1995,November,SMF,1,34
1995,November,SPN,16,128008
1995,November,STL,10,16698
1995,November,SWF,2,180
1995,November,SYR,1,1674
1995,November,TLH,1,148
1995,November,TPA,13,47071
1995,November,TUL,1,343
1995,November,TUS,3,3037
1995,November,TYS,1,168
1995,November,WRI,1,82
1995,December,ACY,2,1170
1995,December,ADW,2,259
1995,December,ALB,2,440
1995,December,ANC,8,26795
1995,December,ATL,38,243455
1995,December,BAD,1,169
1995,December,BDL,10,5328
1995,December,BED,3,299
1995,December,BFI,3,231
1995,December,BGR,17,14935
1995,December,BIL,1,217
1995,December,BIS,1,94
1995,December,BLI,1,397
1995,December,BNA,2,1244
1995,December,BOI,1,97
1995,December,BOS,60,190008
1995,December,BUF,5,524
1995,December,BWI,23,49516
1995,December,CHS,1,130
1995,December,CLE,10,6628
1995,December,CLM,1,2569
1995,December,CLT,8,26449
1995,December,CMH,2,1044
1995,December,CVG,18,33893
1995,December,DAB,2,2630
1995,December,DCA,4,16722
1995,December,DEN,23,35949
1995,December,DFW,35,263284
1995,December,DLH,1,72
1995,December,DOV,1,139
1995,December,DSM,1,20
1995,December,DTW,46,223453
1995,December,EWR,57,281818
1995,December,FCA,1,30
1995,December,FLL,28,115349
1995,December,FRG,2,131
1995,December,FSD,1,97
1995,December,GEG,6,976
1995,December,GRK,1,124
1995,December,GRR,1,79
1995,December,GUM,36,194066
1995,December,HNL,47,550760
1995,December,HOU,1,30
1995,December,HPN,2,194
1995,December,HST,2,2075
1995,December,IAD,32,187679
1995,December,IAH,40,233981
1995,December,IND,12,6711
1995,December,JFK,195,1231161
1995,December,JON,1,1523
1995,December,KOA,1,535
1995,December,LAS,27,52167
1995,December,LAX,153,1114467
1995,December,LFI,1,70
1995,December,LGA,8,95691
1995,December,LIH,1,918
1995,December,LRD,2,2177
1995,December,LSF,1,80
1995,December,MCI,1,1049
1995,December,MCO,58,161817
1995,December,MDW,2,2282
1995,December,MEM,3,7918
1995,December,MFE,2,2850
1995,December,MIA,206,1322636
1995,December,MKE,4,4381
1995,December,MOT,3,236
1995,December,MSP,33,98470
1995,December,MSY,8,8149
1995,December,MWH,2,401
1995,December,NGU,2,681
1995,December,NIP,1,343
1995,December,NKT,1,125
1995,December,OAK,7,11152
1995,December,OGG,5,11548
1995,December,OMA,1,45
1995,December,ONT,1,168
1995,December,ORD,86,457263
1995,December,ORF,1,329
1995,December,PBI,3,5484
1995,December,PDX,11,37600
1995,December,PHL,21,70066
1995,December,PHX,20,41347
1995,December,PIE,10,21049
1995,December,PIT,10,30534
1995,December,PSP,7,3481
1995,December,RDU,5,11493
1995,December,RIC,2,2082
1995,December,RNO,4,12707
1995,December,RSW,6,14244
1995,December,SAN,3,14901
1995,December,SAT,4,9607
1995,December,SEA,20,114843
1995,December,SFO,47,444835
1995,December,SJC,5,19908
1995,December,SJU,42,188164
1995,December,SLC,6,34165
1995,December,SMF,2,75
1995,December,SPN,16,122583
1995,December,SRQ,1,784
1995,December,STL,14,21670
1995,December,SVN,1,141
1995,December,SYR,1,1503
1995,December,TEB,4,362
1995,December,TPA,16,48608
1995,December,TUS,6,5340
1995,December,VAD,1,193
1995,December,WRI,1,96
1996,January,ACY,4,1244
1996,January,AGS,1,112
1996,January,ALB,2,548
1996,January,ANC,13,23684
1996,January,ATL,45,240186
1996,January,AUS,1,180
1996,January,BDL,11,9181
1996,January,BED,5,802
1996,January,BFI,1,72
1996,January,BGR,21,23118
1996,January,BLI,1,242
1996,January,BMI,1,171
1996,January,BNA,1,910
1996,January,BOI,1,275
1996,January,BOS,59,186100
1996,January,BUF,3,352
1996,January,BWI,22,44493
1996,January,CAE,2,159
1996,January,CHS,5,1455
1996,January,CID,1,173
1996,January,CLE,9,8195
1996,January,CLM,1,2170
1996,January,CLT,12,28885
1996,January,CMH,4,1350
1996,January,CVG,16,35123
1996,January,DAB,2,3504
1996,January,DAL,2,96
1996,January,DCA,4,14546
1996,January,DEN,29,38425
1996,January,DFW,35,270521
1996,January,DLH,1,72
1996,January,DOV,1,43
1996,January,DSM,1,330
1996,January,DTW,48,224495
1996,January,EGE,1,25
1996,January,ELP,3,590
1996,January,EWR,56,260474
1996,January,FAR,2,62
1996,January,FAT,1,164
1996,January,FLL,38,119375
1996,January,FOE,1,78
1996,January,FRG,2,176
1996,January,GEG,2,1713
1996,January,GFK,1,77
1996,January,GSO,1,101
1996,January,GTF,1,107
1996,January,GUM,37,195779
1996,January,HNL,49,553136
1996,January,HOP,1,66
1996,January,HPN,1,124
1996,January,HST,1,2372
1996,January,IAD,30,162080
1996,January,IAG,1,313
1996,January,IAH,41,249386
1996,January,IND,16,7583
1996,January,JAN,1,291
1996,January,JAX,1,162
1996,January,JFK,200,1064673
1996,January,JON,1,1334
1996,January,KOA,1,1852
1996,January,LAS,32,62633
1996,January,LAX,138,1102992
1996,January,LGA,6,82239
1996,January,LIH,1,1809
1996,January,LRD,1,2071
1996,January,LUF,1,134
1996,January,MAZ,1,960
1996,January,MCI,2,2913
1996,January,MCO,64,159900
1996,January,MDW,1,1578
1996,January,MEM,4,7307
1996,January,MFE,1,2527
1996,January,MHT,1,136
1996,January,MIA,203,1329214
1996,January,MKE,5,9055
1996,January,MSN,1,107
1996,January,MSP,38,123890
1996,January,MSY,11,10808
1996,January,MYR,1,173
1996,January,NGU,1,677
1996,January,NHZ,1,368
1996,January,NIP,1,870
1996,January,NTD,1,83
1996,January,OAK,9,11657
1996,January,OGG,5,11400
1996,January,ONT,1,304
1996,January,ORD,86,467501
1996,January,ORF,3,718
1996,January,ORL,1,2417
1996,January,PBI,4,6675
1996,January,PDX,6,40964
1996,January,PHL,26,75340
1996,January,PHX,18,51501
1996,January,PIA,1,160
1996,January,PIE,10,27167
1996,January,PIT,17,34262
1996,January,PNS,1,20
1996,January,PSP,8,7663
1996,January,PVD,1,615
1996,January,PWM,1,4
1996,January,RAP,1,66
1996,January,RDU,5,12644
1996,January,RFD,1,69
1996,January,RIC,2,2617
1996,January,RNO,4,14550
1996,January,RSW,9,16927
1996,January,SAN,4,13981
1996,January,SAT,4,7443
1996,January,SAV,1,62
1996,January,SEA,20,114473
1996,January,SFO,47,445473
1996,January,SHV,1,123
1996,January,SJC,5,20831
1996,January,SJU,51,195263
1996,January,SLC,6,40743
1996,January,SMF,1,80
1996,January,SPN,18,131024
1996,January,SRQ,2,1738
1996,January,SSC,1,71
1996,January,STL,14,30001
1996,January,STT,1,21
1996,January,STX,1,38
1996,January,SYR,3,1622
1996,January,TPA,14,52306
1996,January,TUS,5,5580
1996,January,TYS,1,157
1996,January,VPS,1,132
1996,January,WRI,1,65
1996,February,ACY,2,450
1996,February,ALB,5,729
1996,February,AMA,2,348
1996,February,ANC,14,21149
1996,February,ATL,35,225362
1996,February,AVP,1,172
1996,February,BDL,15,11150
1996,February,BED,2,79
1996,February,BFI,1,24
1996,February,BGR,17,15885
1996,February,BIL,2,165
1996,February,BLI,1,198
1996,February,BNA,1,783
1996,February,BOS,56,184056
1996,February,BQN,1,187
1996,February,BUF,6,384
1996,February,BUR,2,143
1996,February,BWI,21,51043
1996,February,CHS,9,4087
1996,February,CLE,6,8090
1996,February,CLM,1,2180
1996,February,CLT,9,28480
1996,February,CMH,1,993
1996,February,COS,1,896
1996,February,CVG,12,34326
1996,February,DAB,2,4659
1996,February,DAL,2,141
1996,February,DAY,1,9
1996,February,DCA,2,7258
1996,February,DEN,20,42543
1996,February,DFW,39,254357
1996,February,DLH,1,212
1996,February,DOV,1,213
1996,February,DTW,56,225816
1996,February,ELP,2,565
1996,February,EVV,1,144
1996,February,EWR,57,269873
1996,February,FLL,29,117085
1996,February,FRG,1,35
1996,February,FSD,1,173
1996,February,GEG,3,2308
1996,February,GSO,2,71
1996,February,GUM,34,202381
1996,February,HNL,43,511639
1996,February,HPN,1,40
1996,February,IAD,31,143100
1996,February,IAG,1,319
1996,February,IAH,40,238027
1996,February,IND,20,8809
1996,February,ISP,1,110
1996,February,JAX,1,150
1996,February,JFK,194,970594
1996,February,JON,1,980
1996,February,KOA,1,1655
1996,February,LAS,29,76736
1996,February,LAX,134,1017139
1996,February,LGA,7,89682
1996,February,LIH,1,1499
1996,February,LRD,1,1282
1996,February,MAZ,1,1634
1996,February,MCI,2,4006
1996,February,MCO,55,155854
1996,February,MDT,1,652
1996,February,MDW,1,1603
1996,February,MEM,4,6601
1996,February,MFE,1,2590
1996,February,MGM,1,131
1996,February,MHT,1,6
1996,February,MIA,194,1160475
1996,February,MKE,7,13878
1996,February,MSP,42,145709
1996,February,MSY,11,10694
1996,February,MYR,1,165
1996,February,NBG,1,173
1996,February,NGU,2,422
1996,February,NIP,1,867
1996,February,NKT,1,115
1996,February,OAK,7,9977
1996,February,OGG,5,13242
1996,February,ONT,1,157
1996,February,OPF,1,28
1996,February,ORD,87,433917
1996,February,ORF,2,703
1996,February,ORL,1,2312
1996,February,PBI,4,5757
1996,February,PDX,6,36833
1996,February,PHL,29,71356
1996,February,PHX,17,61632
1996,February,PIE,10,28030
1996,February,PIT,14,35973
1996,February,PSP,7,9824
1996,February,RDU,4,13079
1996,February,RIC,3,3264
1996,February,RNO,5,14970
1996,February,ROA,1,190
1996,February,RSW,5,16390
1996,February,SAN,4,14463
1996,February,SAT,3,6742
1996,February,SEA,17,112622
1996,February,SFO,47,417228
1996,February,SJC,6,18636
1996,February,SJU,45,190325
1996,February,SLC,8,48373
1996,February,SMF,2,88
1996,February,SPN,17,130604
1996,February,SRQ,1,1425
1996,February,STL,13,23389
1996,February,STT,1,35
1996,February,SYR,6,2118
1996,February,TEB,1,35
1996,February,TPA,14,58288
1996,February,TUS,4,5784
1996,February,UAM,1,201
1996,February,WRI,1,141
1996,March,ACY,4,784
1996,March,ADW,2,283
1996,March,ALB,3,1023
1996,March,AMA,2,356
1996,March,ANC,16,27478
1996,March,ATL,42,299842
1996,March,AUS,3,457
1996,March,AVP,1,172
1996,March,BDL,14,11576
1996,March,BDR,1,377
1996,March,BED,2,74
1996,March,BGR,17,16155
1996,March,BLI,1,271
1996,March,BNA,6,2940
1996,March,BOI,2,839
1996,March,BOS,66,243564
1996,March,BRO,1,170
1996,March,BUF,7,606
1996,March,BWI,29,75328
1996,March,CAE,1,236
1996,March,CHS,8,4001
1996,March,CLE,11,13137
1996,March,CLM,1,2699
1996,March,CLT,9,36593
1996,March,CMH,9,3276
1996,March,COS,2,1838
1996,March,CVG,17,52319
1996,March,DAB,2,3107
1996,March,DAL,1,7
1996,March,DCA,2,12138
1996,March,DEN,27,54818
1996,March,DFW,52,307869
1996,March,DOV,2,261
1996,March,DSM,3,1061
1996,March,DTW,57,290282
1996,March,ELP,2,684
1996,March,EWR,58,349373
1996,March,FAI,1,415
1996,March,FLL,29,127512
1996,March,FRG,1,33
1996,March,GEG,4,1802
1996,March,GUM,35,209011
1996,March,HNL,43,534591
1996,March,HOU,2,1017
1996,March,HPN,1,84
1996,March,IAD,27,208087
1996,March,IAG,2,462
1996,March,IAH,49,293109
1996,March,ICT,1,155
1996,March,ILG,1,54
1996,March,ILM,1,622
1996,March,IND,18,10082
1996,March,JFK,177,1251208
1996,March,JON,1,1161
1996,March,KOA,1,1388
1996,March,LAA,1,17
1996,March,LAS,26,82941
1996,March,LAX,129,1170270
1996,March,LBB,1,147
1996,March,LGA,9,111455
1996,March,LIH,1,1270
1996,March,LRD,2,1421
1996,March,MAF,1,169
1996,March,MAZ,1,1295
1996,March,MCI,8,7435
1996,March,MCO,56,170494
1996,March,MDW,1,2406
1996,March,MEM,6,12146
1996,March,MFE,1,2979
1996,March,MIA,173,1221611
1996,March,MKE,8,17093
1996,March,MOT,1,94
1996,March,MSN,3,477
1996,March,MSO,1,1972
1996,March,MSP,48,179948
1996,March,MSY,15,16473
1996,March,MYR,1,939
1996,March,NGU,1,450
1996,March,NIP,1,864
1996,March,NKT,1,180
1996,March,OAK,8,6162
1996,March,OGG,6,12713
1996,March,OKC,2,684
1996,March,ORD,93,570223
1996,March,ORF,1,632
1996,March,ORL,1,2983
1996,March,PBI,4,6346
1996,March,PDX,6,44522
1996,March,PHL,31,103386
1996,March,PHX,20,70026
1996,March,PIE,8,32800
1996,March,PIT,16,49762
1996,March,PSP,7,9457
1996,March,PTK,1,23
1996,March,PVD,2,487
1996,March,RDU,8,18093
1996,March,RIC,8,5233
1996,March,RNO,4,17286
1996,March,ROC,2,1272
1996,March,RSW,8,19267
1996,March,SAN,3,16903
1996,March,SAT,8,11030
1996,March,SAV,4,1322
1996,March,SBN,2,337
1996,March,SDF,2,969
1996,March,SEA,17,130213
1996,March,SFO,49,485973
1996,March,SJC,7,20727
1996,March,SJU,40,199846
1996,March,SLC,8,46846
1996,March,SMF,1,23
1996,March,SPN,17,136377
1996,March,SRQ,1,1655
1996,March,SSC,1,178
1996,March,STL,17,31515
1996,March,STT,1,13
1996,March,SYR,5,3415
1996,March,TEB,2,97
1996,March,TPA,17,65510
1996,March,TUL,1,173
1996,March,TUS,4,7571
1996,March,TYS,3,401
1996,March,WRI,1,74
1996,April,ABE,1,345
1996,April,ACY,5,1317
1996,April,ADW,1,127
1996,April,AGS,1,30
1996,April,ALB,2,819
1996,April,AMA,1,339
1996,April,ANC,12,21674
1996,April,ATL,35,286218
1996,April,AUS,1,92
1996,April,BDL,4,6660
1996,April,BED,1,40
1996,April,BFI,1,45
1996,April,BGR,22,24437
1996,April,BLI,1,247
1996,April,BNA,1,1229
1996,April,BOI,2,431
1996,April,BOS,52,224649
1996,April,BTV,1,94
1996,April,BUF,1,78
1996,April,BWI,25,65782
1996,April,CHS,6,1754
1996,April,CLE,10,10309
1996,April,CLM,1,3018
